id,name,code,image-large,image-normal,partner,gameid,game_category_id
110,ZHAO YUN,3036,https://pgslot.cc/cardsnewlobby/portrait/drg/large/3036.png,https://pgslot.cc/cardsnewlobby/portrait/drg/normal/3036.png,ASKMEBET,3036,"1,2"
75,Phoenix,3037,https://pgslot.cc/cardsnewlobby/portrait/drg/large/3037.png,https://pgslot.cc/cardsnewlobby/portrait/drg/normal/3037.png,ASKMEBET,3037,"1,2"
90,LU LING QI,3038,https://pgslot.cc/cardsnewlobby/portrait/drg/large/3038.png,https://pgslot.cc/cardsnewlobby/portrait/drg/normal/3038.png,ASKMEBET,3038,"1,2"
100,Booming Gems,3039,https://pgslot.cc/cardsnewlobby/portrait/drg/large/3039.png,https://pgslot.cc/cardsnewlobby/portrait/drg/normal/3039.png,ASKMEBET,3039,"1,2"
107,Many Beauties,3040,https://pgslot.cc/cardsnewlobby/portrait/drg/large/3040.png,https://pgslot.cc/cardsnewlobby/portrait/drg/normal/3040.png,ASKMEBET,3040,"1,2"
113,More Beauties,3041,https://pgslot.cc/cardsnewlobby/portrait/drg/large/3041.png,https://pgslot.cc/cardsnewlobby/portrait/drg/normal/3041.png,ASKMEBET,3041,"1,2"
84,Doggy Wealth,3042,https://pgslot.cc/cardsnewlobby/portrait/drg/large/3042.png,https://pgslot.cc/cardsnewlobby/portrait/drg/normal/3042.png,ASKMEBET,3042,"1,2"
108,Coin Cat,3043,https://pgslot.cc/cardsnewlobby/portrait/drg/large/3043.png,https://pgslot.cc/cardsnewlobby/portrait/drg/normal/3043.png,ASKMEBET,3043,"1,2"
97,Immortal Heroes,3044,https://pgslot.cc/cardsnewlobby/portrait/drg/large/3044.png,https://pgslot.cc/cardsnewlobby/portrait/drg/normal/3044.png,ASKMEBET,3044,"1,2"
118,Golden Eye,3049,https://pgslot.cc/cardsnewlobby/portrait/drg/large/3049.png,https://pgslot.cc/cardsnewlobby/portrait/drg/normal/3049.png,ASKMEBET,3049,"1,2"
117,Chicken Dinner,3050,https://pgslot.cc/cardsnewlobby/portrait/drg/large/3050.png,https://pgslot.cc/cardsnewlobby/portrait/drg/normal/3050.png,ASKMEBET,3050,"1,2"
258,Egypt Gods,4,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Egypt%20Gods.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Egypt%20Gods.png,EVOPLAY,4,1
224,Lucky Mahjong Box,7,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Lucky%20Mahjong%20Box.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Lucky%20Mahjong%20Box.png,EVOPLAY,7,1
245,Basketball,10,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Basketball.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Basketball.png,EVOPLAY,10,1
243,Talismans of Fortune,13,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Talismans%20of%20Fortune.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Talismans%20of%20Fortune.png,EVOPLAY,13,1
247,The Great Wall Treasure,16,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/The%20Great%20Wall%20Treasure.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/The%20Great%20Wall%20Treasure.png,EVOPLAY,16,1
242,Robin Hood,19,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Robin%20Hood.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Robin%20Hood.png,EVOPLAY,19,"1,4"
228,Chinese New Year,22,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Chinese%20New%20Year.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Chinese%20New%20Year.png,EVOPLAY,22,1
216,Clash of Pirates,25,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Clash%20of%20Pirates.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Clash%20of%20Pirates.png,EVOPLAY,25,1
241,Journey to the West,28,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Journey%20to%20the%20West.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Journey%20to%20the%20West.png,EVOPLAY,28,1
236,Vegas Nights,34,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Vegas%20Nights.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Vegas%20Nights.png,EVOPLAY,34,1
255,Jewellery store,37,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Jewellery%20store.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Jewellery%20store.png,EVOPLAY,37,1
252,Red Cliff,76,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Red%20Cliff.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Red%20Cliff.png,EVOPLAY,76,1
249,Indiana's Quest,79,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Indiana_s%20Quest.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Indiana_s%20Quest.png,EVOPLAY,79,1
259,Elven Princesses,82,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Elven%20Princesses.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Elven%20Princesses.png,EVOPLAY,82,1
261,Fruit Burst,88,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Fruit%20Burst.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Fruit%20Burst.png,EVOPLAY,88,"1,4"
234,Legend of Ra,94,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Legend%20of%20Ra.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Legend%20of%20Ra.png,EVOPLAY,94,"1,2"
253,Atlantis,98,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Atlantis.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Atlantis.png,EVOPLAY,98,"1,2"
254,Epic Gladiators,101,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/EpicGladiators.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/EpicGladiators.png,EVOPLAY,101,"1,2"
232,Naughty Girls Cabaret,104,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/NaughtyGirlsCabaret.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/NaughtyGirlsCabaret.png,EVOPLAY,104,"1,2"
251,Football,107,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Football.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Football.png,EVOPLAY,107,"1,2"
263,Sindbad,110,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Sindbad.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Sindbad.png,EVOPLAY,110,"1,2"
264,Robinson,293,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Robinson.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Robinson.png,EVOPLAY,293,"1,2"
250,Candy Dreams,296,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/CandyDreams.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/CandyDreams.png,EVOPLAY,296,"1,2"
238,The Slavs,719,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/TheSlavs.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/TheSlavs.png,EVOPLAY,719,"1,2"
223,USSR Seventies,722,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/USSRSeventies.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/USSRSeventies.png,EVOPLAY,722,"1,2"
235,Aeronauts,725,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Aeronauts.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Aeronauts.png,EVOPLAY,725,"1,2"
230,Prohibition,728,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Prohibition.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Prohibition.png,EVOPLAY,728,"1,2"
271,Monster Lab,730,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/730.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/730.png,EVOPLAY,730,"1,2"
244,The Great Conflict,733,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/TheGreatConflict.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/TheGreatConflict.png,EVOPLAY,733,"1,2"
262,Battle Tanks,736,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Battle%20Tanks.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Battle%20Tanks.png,EVOPLAY,736,"1,2"
217,Dolphins Treasure,742,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Dolphins%20Treasure.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Dolphins%20Treasure.png,EVOPLAY,742,"1,2"
215,Necromancer,970,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Necromancer.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Necromancer.png,EVOPLAY,970,"1,2"
260,Mystery Planet,973,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/MysteryPlanet.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/MysteryPlanet.png,EVOPLAY,973,"1,2"
239,Fruits Land,976,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Fruits%20Land.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Fruits%20Land.png,EVOPLAY,976,"1,2"
218,Charming Queens,979,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Charming%20Queens.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Charming%20Queens.png,EVOPLAY,979,"1,2"
220,Lucky Girls,988,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Lucky%20Girls.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Lucky%20Girls.png,EVOPLAY,988,"1,2"
222,E.T. Lost Socks,994,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/E.T.LostSocks.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/E.T.LostSocks.png,EVOPLAY,994,1
257,Trip to the Future,1003,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Trip%20to%20the%20Future.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Trip%20to%20the%20Future.png,EVOPLAY,1003,"1,2"
240,Reign Of Dragons,1018,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Reign%20Of%20Dragons.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Reign%20Of%20Dragons.png,EVOPLAY,1018,"1,2"
267,Nuke World,5398,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/5398.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/5398.png,EVOPLAY,5398,"1,2"
233,Dungeon Immortal Evil,5452,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Dungeon%20Immortal%20Evil.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Dungeon%20Immortal%20Evil.png,EVOPLAY,5452,"1,2"
272,Sprinkle,5455,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/5455.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/5455.png,EVOPLAY,5455,"1,2"
269,Brutal Santa,5479,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/5479.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/5479.png,EVOPLAY,5479,"1,2"
265,Maze: Desire for Power,5483,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/5483.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/5483.png,EVOPLAY,5483,"1,2"
273,Legend of Kaan,5485,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/5485.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/5485.png,EVOPLAY,5485,"1,2"
268,Hungry Night,5487,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/5487.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/5487.png,EVOPLAY,5487,"1,2"
266,Book of Rest,5493,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/5493.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/5493.png,EVOPLAY,5493,"1,2"
225,Hot Triple Sevens,5517,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Hot%20Triple%20Sevens.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Hot%20Triple%20Sevens.png,EVOPLAY,5517,"1,2"
270,Season Sisters,5527,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/5527.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/5527.png,EVOPLAY,5527,"1,2"
229,Animal Quest,5547,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Animal%20Quest.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Animal%20Quest.png,EVOPLAY,5547,"1,2"
274,Irish Reels,5551,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/5551.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/5551.png,EVOPLAY,5551,"1,2"
256,Fluffy Rangers,5641,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Fluffy%20Rangers.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Fluffy%20Rangers.png,EVOPLAY,5641,"1,2"
219,Exploding Fruits,5659,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Exploding%20Fruits.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Exploding%20Fruits.png,EVOPLAY,5659,"1,2"
246,Jelly Boom,5695,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/Jelly%20Boom.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/Jelly%20Boom.png,EVOPLAY,5695,"1,2"
227,Jolly Treasures,5735,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/JollyTreasures.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/JollyTreasures.png,EVOPLAY,5735,"1,2"
226,Night Of The Living Tales,5737,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/NightOfTheLivingTales.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/NightOfTheLivingTales.png,EVOPLAY,5737,"1,2"
237,Ice Mania,5740,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/IceMania.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/IceMania.png,EVOPLAY,5740,"1,2"
248,Temple Of Dead,5746,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/TempleofDead.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/TempleofDead.png,EVOPLAY,5746,"1,2"
231,Treasure Mania,5749,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/TreasureManiapng.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/TreasureManiapng.png,EVOPLAY,5749,"1,2"
221,Fruit Super Nova,5752,https://pgslot.cc/cardsnewlobby/portrait/evoplay/large/fruitsupernova.png,https://pgslot.cc/cardsnewlobby/portrait/evoplay/normal/fruitsupernova.png,EVOPLAY,5752,"1,2"
161,Battle of Emperors,battleofemperors,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/battleofemperors.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/battleofemperors.png,GAMATRON,battleofemperors,1
142,Beat Box,beatbox,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/beatbox.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/beatbox.png,GAMATRON,beatbox,1
144,Blood Moon,bloodmoon,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/bloodmoon.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/bloodmoon.png,GAMATRON,bloodmoon,1
162,Bowl of Fortune,bowloffortune,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/bowloffortune.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/bowloffortune.png,GAMATRON,bowloffortune,1
145,Cai Shen Four,caishenfour,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/caishenfour.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/caishenfour.png,GAMATRON,caishenfour,1
143,Sichuan Opera Face Changing,changingface,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/changingface.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/changingface.png,GAMATRON,changingface,1
152,Crypbattle,crypbattle,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/crypbattle.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/crypbattle.png,GAMATRON,crypbattle,1
138,Crypcrusade,crypcrusade,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/crypcrusade.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/crypcrusade.png,GAMATRON,crypcrusade,1
159,Dawn of the Druids,dawnofdruids,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/dawnofdruids.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/dawnofdruids.png,GAMATRON,dawnofdruids,1
140,Dragon Hunter,dragonhunter,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/dragonhunter.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/dragonhunter.png,GAMATRON,dragonhunter,1
169,Dragon & Tiger,dragontiger,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/dragontiger.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/dragontiger.png,GAMATRON,dragontiger,1
170,End of Edo,endofedo,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/EndofEdo.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/EndofEdo.png,GAMATRON,endofedo,1
147,Great Beauties of China,greatbeauties,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/greatbeauties.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/greatbeauties.png,GAMATRON,greatbeauties,1
172,Japanese Mask,japanesemask,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/japanesemask.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/japanesemask.png,GAMATRON,japanesemask,1
160,Journey to the Gold,journey_to_the_gold,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/journey_to_the_gold.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/journey_to_the_gold.png,GAMATRON,journey_to_the_gold,1
151,Kokeshi,kokeshi,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/kokeshi.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/kokeshi.png,GAMATRON,kokeshi,1
137,League of Conquerors,league,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/league.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/league.png,GAMATRON,league,1
168,Moe Moe Cuisine ver.China,moemoecuisine,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/moemoecuisine.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/moemoecuisine.png,GAMATRON,moemoecuisine,1
157,Monster Quest,monsterquest,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/monsterquest.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/monsterquest.png,GAMATRON,monsterquest,1
155,Neo Tokyo,neotokyo,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/neotokyo.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/neotokyo.png,GAMATRON,neotokyo,1
150,Onmyoji,onmyoji,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/onmyoji.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/onmyoji.png,GAMATRON,onmyoji,1
154,Fireworks Fever,pachinkofever,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/pachinkofever.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/pachinkofever.png,GAMATRON,pachinkofever,1
146,Pacquiao One Punch KO,pacquiao-gm,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/pacquiao-gm.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/pacquiao-gm.png,GAMATRON,pacquiao-gm,1
173,Awesome Penguin,penguin,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/penguin.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/penguin.png,GAMATRON,penguin,1
136,Piggy Bank Millionaire,piggybankmillionaire,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/piggybankmillionaire.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/piggybankmillionaire.png,GAMATRON,piggybankmillionaire,1
165,Ping Pong King,pingpongking,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/pingpongking.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/pingpongking.png,GAMATRON,pingpongking,1
164,Power of Elements,powerofelements,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/powerofelements.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/powerofelements.png,GAMATRON,powerofelements,1
153,Samurai Girl,samuraigirl,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/samuraigirl.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/samuraigirl.png,GAMATRON,samuraigirl,1
141,She Ninja Suzu,sheninja,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/sheninja.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/sheninja.png,GAMATRON,sheninja,1
163,Shiba Inu,shibainu,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/shibainu.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/shibainu.png,GAMATRON,shibainu,1
166,Sumi-e,sumi,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/sumi.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/sumi.png,GAMATRON,sumi,1
158,Sushicade,sushicade,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/sushicade.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/sushicade.png,GAMATRON,sushicade,1
139,Tokyo Kombat,tokyokombat,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/tokyokombat.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/tokyokombat.png,GAMATRON,tokyokombat,5
167,Twinkle Star,twinklestar,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/twinklestar.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/twinklestar.png,GAMATRON,twinklestar,1
148,Ukiyo-e,ukiyo,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/ukiyo.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/ukiyo.png,GAMATRON,ukiyo,1
156,Usain Bolt,usainbolt,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/usainbolt.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/usainbolt.png,GAMATRON,usainbolt,1
171,Wild Sumo,wildsumo,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/wildsumo.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/wildsumo.png,GAMATRON,wildsumo,1
149,Pockets of Riches,xingfawang,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/xingfawang.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/xingfawang.png,GAMATRON,xingfawang,1
174,Yak Thai,yakthai,https://pgslot.cc/cardsnewlobby/portrait/gamatron/large/yakthai.png,https://pgslot.cc/cardsnewlobby/portrait/gamatron/normal/yakthai.png,GAMATRON,yakthai,1
188,Bingo Fun,BINGO_FUN,https://pgslot.cc/cardsnewlobby/portrait/mannaplay/large/BINGO_FUN.png,https://pgslot.cc/cardsnewlobby/portrait/mannaplay/normal/BINGO_FUN.png,MANNAPLAY,BINGO_FUN,1
179,Bounty Hunter,BOUNTY_HUNTER,https://pgslot.cc/cardsnewlobby/portrait/mannaplay/large/BOUNTY_HUNTER.png,https://pgslot.cc/cardsnewlobby/portrait/mannaplay/normal/BOUNTY_HUNTER.png,MANNAPLAY,BOUNTY_HUNTER,1
197,CandyStorm,CANDY_STORM,https://pgslot.cc/cardsnewlobby/portrait/mannaplay/large/CANDY_STORM.png,https://pgslot.cc/cardsnewlobby/portrait/mannaplay/normal/CANDY_STORM.png,MANNAPLAY,CANDY_STORM,1
184,Carnival Beat,CARNIVAL_BEATS,https://pgslot.cc/cardsnewlobby/portrait/mannaplay/large/CARNIVAL_BEATS.png,https://pgslot.cc/cardsnewlobby/portrait/mannaplay/normal/CARNIVAL_BEATS.png,MANNAPLAY,CARNIVAL_BEATS,1
187,Cleopatra's Code,CODE_CLEOPATRAS,https://pgslot.cc/cardsnewlobby/portrait/mannaplay/large/CODE_CLEOPATRAS.png,https://pgslot.cc/cardsnewlobby/portrait/mannaplay/normal/CODE_CLEOPATRAS.png,MANNAPLAY,CODE_CLEOPATRAS,1
183,Cougar Roar,COUGAR_ROAR,https://pgslot.cc/cardsnewlobby/portrait/mannaplay/large/COUGAR_ROAR.png,https://pgslot.cc/cardsnewlobby/portrait/mannaplay/normal/COUGAR_ROAR.png,MANNAPLAY,COUGAR_ROAR,1
190,Diamond Storm,DIAMOND_STORM,https://pgslot.cc/cardsnewlobby/portrait/mannaplay/large/DIAMOND_STORM.png,https://pgslot.cc/cardsnewlobby/portrait/mannaplay/normal/DIAMOND_STORM.png,MANNAPLAY,DIAMOND_STORM,1
177,Elve Kingdom,ELVES_KINGDOM,https://pgslot.cc/cardsnewlobby/portrait/mannaplay/large/ELVES_KINGDOM.png,https://pgslot.cc/cardsnewlobby/portrait/mannaplay/normal/ELVES_KINGDOM.png,MANNAPLAY,ELVES_KINGDOM,1
185,EyeofHorus,EYEOF_HORUS,https://pgslot.cc/cardsnewlobby/portrait/mannaplay/large/EYEOF_HORUS.png,https://pgslot.cc/cardsnewlobby/portrait/mannaplay/normal/EYEOF_HORUS.png,MANNAPLAY,EYEOF_HORUS,1
176,Fancy Alice,FANCY_ALICE,https://pgslot.cc/cardsnewlobby/portrait/mannaplay/large/FANCY_ALICE.png,https://pgslot.cc/cardsnewlobby/portrait/mannaplay/normal/FANCY_ALICE.png,MANNAPLAY,FANCY_ALICE,1
196,FortuneFish,FORTUNE_FISH,https://pgslot.cc/cardsnewlobby/portrait/mannaplay/large/FORTUNE_FISH_New.png,https://pgslot.cc/cardsnewlobby/portrait/mannaplay/normal/FORTUNE_FISH_New.png,MANNAPLAY,FORTUNE_FISH,1
199,Fruit Splash,FRUIT_SPLASH,https://pgslot.cc/cardsnewlobby/portrait/mannaplay/large/FRUIT_SPLASH.png,https://pgslot.cc/cardsnewlobby/portrait/mannaplay/normal/FRUIT_SPLASH.png,MANNAPLAY,FRUIT_SPLASH,"1,4"
175,Golden Mouse,GOLDEN_MOUSE,https://pgslot.cc/cardsnewlobby/portrait/mannaplay/large/GOLDEN_MOUSE.png,https://pgslot.cc/cardsnewlobby/portrait/mannaplay/normal/GOLDEN_MOUSE.png,MANNAPLAY,GOLDEN_MOUSE,1
192,Yukai Village,MONSTERS_VILLAGE,https://pgslot.cc/cardsnewlobby/portrait/mannaplay/large/MONSTERS_VILLAGE.png,https://pgslot.cc/cardsnewlobby/portrait/mannaplay/normal/MONSTERS_VILLAGE.png,MANNAPLAY,MONSTERS_VILLAGE,1
